FACULTY,WAEC1,WAEC2,WAEC3,WAEC4,WAEC5,UTME1,UTME2,UTME3,COURSE,SCHOOL
SCIENCES,English,Mathematics,Chemistry,Physics,Biology,Chemistry,Physics,Biology,INDUSTRIAL-CHEMISTRY,ABUAD
SCIENCES,English,Mathematics,Chemistry,Physics,Biology,Chemistry,Biology,Mathematics,INDUSTRIAL-CHEMISTRY,ACHIEVERS
SCIENCES,English,Mathematics,Chemistry,Physics,Biology,Chemistry,Mathematics,Physics,INDUSTRIAL-CHEMISTRY,AJAYI
SCIENCES,English,Mathematics,Chemistry,Physics,Biology,Chemistry,Physics,Biology,INDUSTRIAL-CHEMISTRY,AL-HIKMAH
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Accounting,INDUSTRIAL-CHEMISTRY,ACHIEVERS
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,ACCOUNTANCY,ADSU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,ACCOUNTANCY,AJAYI
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,ACCOUNTANCY,BINGHAM
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Goeography,ACCOUNTANCY,BIU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Accounting,ACCOUNTANCY,COVENANT
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,BUSINESS-ADMINISTRATION,AAU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,BUSINESS-ADMINISTRATION,ABUAD
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,BUSINESS-ADMINISTRATION,ACHIEVERS
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Goeography,BUSINESS-ADMINISTRATION,ADSU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Accounting,BUSINESS-ADMINISTRATION,BABCOCK
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,BUSINESS-ADMINISTRATION,YOSU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Accounting,PUBLIC-ADMINISTRATION,ABUAD
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,PUBLIC-ADMINISTRATION,AKSU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,PUBLIC-ADMINISTRATION,AUE
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,PUBLIC-ADMINISTRATION,BABCOCK
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Goeography,PUBLIC-ADMINISTRATION,BAYERO
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Accounting,PUBLIC-ADMINISTRATION,BENIN
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,MARKETING,ABUAD
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,MARKETING,AKSU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,MARKETING,AL-HIKMAH
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Goeography,MARKETING,BABCOCK
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Accounting,MARKETING,BAZE
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,MARKETING,BENIN
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Accounting,BANKING-FINANCE,AAU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,BANKING-FINANCE,ABUAD
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,BANKING-FINANCE,ABUJA
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,BANKING-FINANCE,ACHIEVERS
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Goeography,BANKING-FINANCE,ARTHUR-JARVIS
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Accounting,BANKING-FINANCE,AUGUSTINE
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Geography,Mathematics,Economics,Government,ECONOMICS,AAU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,ECONOMICS,AAUA
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Geography,Mathematics,Economics,Government,ECONOMICS,ABU
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Goeography,ECONOMICS,ABUAD
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Accounting,ECONOMICS,ABUJA
SOCIAL / MANAGEMENT SCIENCES,English,Mathematics,Economics,Business,Commerce,Mathematics,Economics,Government,ECONOMICS,ACHIEVERS
